"","raw_id","site","year_mo","easting","northing","mean.max.canopy.ht.aop","max.canopy.ht.aop","rumple.aop","deepgap.fraction.aop","cover.fraction.aop","top.rugosity.aop","vert.sd.aop","vertCV.aop","sd.sd.aop","entropy.aop","GFP.AOP.aop","VAI.AOP.aop","VCI.AOP.aop","q25.aop","q50.aop","new_ID"
"16","18","ABBY","2018-06","549684.252","5068573.756","0.704324050632911","3.641","1.08101785913704","0.104308390022676","0.895691609977324","0.52208288556006","0.498272860269217","0.72848423951599","0.0800148892695565","0.130645364980844","0.969958572075756","0.187411925323688","0.130645364980844","0.333","0.574","ABBY 2018-06 549684.252 5068573.756"
"17","19","ABBY","2018-06","549863.536","5065733.54","2.27753421052632","4.525","1.12337073821649","0.138321995464853","0.861678004535147","0.857059282431663","0.978022019235925","0.581961408780247","0.482885825378122","0.307524374298098","0.83058225927113","1.65778029597862","0.307524374298098","0.963","1.555","ABBY 2018-06 549863.536 5065733.54"
"18","20","ABBY","2018-06","550131.807","5068846.389","42.0900180878553","50.094","3.09241352565162","0.122448979591837","0.877551020408163","4.28446813431638","11.4070555162577","0.346923655108029","4.20977629257568","0.77022630958068","0.944321495268251","5.82694464625049","0.77022630958068","30.275","35.758","ABBY 2018-06 550131.807 5068846.389"
"19","21","ABBY","2018-06","550819.025","5068992.14","39.521758186398","53.709","4.280943742611","0.0997732426303855","0.900226757369615","7.25252572424066","15.7647661976545","0.635591330422811","5.7192838840799","0.838870495390858","0.946290559375989","6.47529185510038","0.838870495390858","5.8475","30.49","ABBY 2018-06 550819.025 5068992.14"
"20","22","ABBY","2018-06","551355.845","5065525.515","0.785310526315789","2.841","1.07597845987727","0.138321995464853","0.861678004535147","0.31165916264726","0.337921651918225","0.645328023087357","0.0952571231482698","0.0702871852373144","0.990263773938135","0","0.0702871852373144","0.264","0.461","ABBY 2018-06 551355.845 5065525.515"
"21","23","ABBY","2018-06","551927.684","5066154.244","39.4713598971722","47.813","2.76341411400356","0.117913832199546","0.882086167800453","3.54836300924778","13.8553827179388","0.502540760052621","3.03303536377809","0.769906729784774","0.946533893827639","5.48184504393184","0.769906729784774","23.76725","33.074","ABBY 2018-06 551927.684 5066154.244"
"22","24","ABBY","2018-06","552011.163","5067872.242","5.73706549118388","8.508","1.77117168542214","0.0997732426303855","0.900226757369615","1.465325359721","2.01488992672774","0.58965444770097","0.554346680821768","0.460023883529288","0.827618066165317","3.28256462378976","0.460023883529288","1.87","3.415","ABBY 2018-06 552011.163 5067872.242"
"23","25","ABBY","2018-06","552040.539","5067746.934","5.63955526992288","9.324","1.83311239052262","0.117913832199546","0.882086167800453","1.41304220326226","2.05335553441439","0.590689031958365","0.387180329853098","0.468423126095921","0.850490147597183","3.15795740989878","0.468423126095921","1.77","3.424","ABBY 2018-06 552040.539 5067746.934"
"24","26","ABBY","2018-06","552099.975","5067656.284","3.59511508951407","7.58","1.94776179361566","0.113378684807256","0.886621315192744","1.79000387467062","1.82537025622463","0.796515633421386","0.436000498151075","0.402329684158633","0.905057066175672","1.67548963548521","0.402329684158633","0.685","1.915","ABBY 2018-06 552099.975 5067656.284"
"25","27","ABBY","2018-06","552435.104","5066780.441","11.4717368421053","47.746","4.07267496222834","0.138321995464853","0.861678004535147","12.361922359674","11.8608332231962","1.44748155849048","0.493601173389324","0.58151056076661","0.964611419864009","4.0571683677152","0.58151056076661","2.528","4.118","ABBY 2018-06 552435.104 5066780.441"
"26","28","ABBY","2018-06","552523.063","5068663.055","28.8205743589744","44.427","3.27847134438436","0.115646258503401","0.884353741496599","5.52901538749214","8.29905715854636","0.408462695148171","2.12322359014977","0.754305300769558","0.919962534988585","7.9249848622346","0.754305300769558","17.69","21.482","ABBY 2018-06 552523.063 5068663.055"
"27","29","ABBY","2018-06","552851.961","5067112.393","1.04117857142857","2.924","1.12736987771635","0.111111111111111","0.888888888888889","0.425829040957474","0.424395131355644","0.589339474301622","0.19819747683017","0.119916772719039","0.977411172464091","0.139769775997694","0.119916772719039","0.44","0.67","ABBY 2018-06 552851.961 5067112.393"
"28","30","ABBY","2018-06","553093.765","5066629.74","45.9299298245614","52.785","2.40652778625122","0.0952380952380952","0.904761904761905","3.01591283548513","13.5665359343548","0.38920249603567","2.9271377094287","0.789564283513829","0.935362375191231","7.5939395139871","0.789564283513829","33.054","38.926","ABBY 2018-06 553093.765 5066629.74"
"29","31","ABBY","2018-06","553121.174","5065824.511","1.9167328042328","4.386","1.22871313137413","0.142857142857143","0.857142857142857","0.615033716298243","0.738886713257191","0.632012300904624","0.227529617506141","0.236941851339813","0.907639867449313","0.863619284994451","0.236941851339813","0.557","1.069","ABBY 2018-06 553121.174 5065824.511"
"30","32","ABBY","2018-06","553149.702","5068991.248","28.4980588235294","45.158","3.47310222328043","0.113378684807256","0.886621315192744","11.2685328626232","13.5648488614246","0.683564413574585","5.54964468770551","0.843872089938586","0.944094072243408","5.58881553926884","0.843872089938586","5.84725","19.5475","ABBY 2018-06 553149.702 5068991.248"
"31","33","ABBY","2018-06","553363.209","5068064.748","35.615675","45.364","2.74458114874628","0.0929705215419501","0.90702947845805","4.70278648048981","12.3183823031439","0.504623796917033","3.45260961438014","0.802142339586422","0.94470485967551","5.28526029789967","0.802142339586422","19.77325","27.837","ABBY 2018-06 553363.209 5068064.748"
"32","34","ABBY","2018-06","553747.919","5065287.429","1.08634271099744","3.536","1.2330144774113","0.113378684807256","0.886621315192744","0.556689735611495","0.607006527214804","0.822080380632192","0.322904226026237","0.155608723707336","0.956236117586187","0.274649727961641","0.155608723707336","0.312","0.5665","ABBY 2018-06 553747.919 5065287.429"
"33","35","ABBY","2018-06","554169","5068483.93","35.9729263959391","45.7","4.34521402595549","0.0619047619047619","0.938095238095238","7.04226920996435","12.8467987079255","0.482334226567541","2.95924541491404","0.804055052788673","0.944623606160983","5.4028143609048","0.804055052788673","22.11675","30.875","ABBY 2018-06 554169 5068483.93"
"34","36","ABBY","2018-06","554436.24","5064540.597","3.8186074270557","6.514","1.30381587048997","0.145124716553288","0.854875283446712","1.05490537023823","1.44882982329278","0.552718757898957","0.419593962984085","0.395364869871417","0.810523863207098","2.78089487478959","0.395364869871417","1.393","2.665","ABBY 2018-06 554436.24 5064540.597"
"35","37","ABBY","2018-06","554467.4","5068244.246","7.21180152671756","40.427","3.39711426509135","0.108843537414966","0.891156462585034","10.5520595988098","10.8390772893174","1.74501305980827","4.3541807907994","0.451068338121212","0.985177232776136","1.33470133759791","0.451068338121212","0.81","1.356","ABBY 2018-06 554467.4 5068244.246"
"36","38","ABBY","2018-06","554526.433","5068574.728","1.1867763496144","4.353","1.2110820530594","0.117913832199546","0.882086167800453","0.682731788257255","0.625060487854394","0.62872821536054","0.220161672847794","0.204027968676087","0.946706397059963","0.46244738728434","0.204027968676087","0.564","0.894","ABBY 2018-06 554526.433 5068574.728"
"37","39","ABBY","2018-06","554557.953","5066960.965","38.0630812182741","50.527","3.1759837693084","0.106575963718821","0.893424036281179","4.12735405553584","11.6878338297364","0.440863659422711","1.72670224743281","0.815115770828627","0.934466754836043","7.1746424488117","0.815115770828627","22.348","29.627","ABBY 2018-06 554557.953 5066960.965"
"38","40","ABBY","2018-06","554644.48","5069561.017","2.37991556728232","10.177","1.61214015633577","0.140589569160998","0.859410430839002","2.01052263026819","2.23498749022679","1.07303791079628","0.923945708282917","0.38864215535116","0.94565993703926","1.31663897701562","0.38864215535116","0.49375","1.302","ABBY 2018-06 554644.48 5069561.017"
"39","41","ABBY","2019-07","552435.104","5066780.441","7.83594871794872","44.129","3.25499124146488","0.115646258503401","0.884353741496599","8.23329910651326","7.49072116056463","1.19090787222654","0.601545028751111","0.549155598847263","0.953513013500638","5.06998576171624","0.549155598847263","3.168","4.763","ABBY 2019-07 552435.104 5066780.441"
"40","42","ABBY","2019-07","552851.961","5067112.393","0.5291875","1.807","1.15910869635272","0.129251700680272","0.870748299319728","0.452100477810579","0.507062011541889","0.645729579154244","0.221702454805395","0.149971648106384","0.850649350649351","0","0.149971648106384","0.319","0.736","ABBY 2019-07 552851.961 5067112.393"
"41","43","ABBY","2019-07","553363.209","5068064.748","32.9470992366412","44.196","3.53968454818567","0.108843537414966","0.891156462585034","6.32215113205589","12.0715402922189","0.479329434742718","3.37054836185863","0.797617516624952","0.940220171880731","5.62445692395243","0.797617516624952","21.23875","28.5145","ABBY 2019-07 553363.209 5068064.748"
"42","44","ABBY","2019-07","554644.48","5069561.017","2.34093421052632","11.708","1.6545586968115","0.138321995464853","0.861678004535147","1.91576452174695","2.23632620469578","0.903748780399517","0.943487160027551","0.4251379133108","0.92750323392697","2.06493413958734","0.4251379133108","1.018","1.876","ABBY 2019-07 554644.48 5069561.017"
"43","45","BART","2016-07","316774.55","4879032.785","17.4683417721519","23.552","1.72505653998178","0.104308390022676","0.895691609977324","2.06090482744071","3.69786996048908","0.241066710793773","1.99692140230876","0.589902024055784","0.840491853672344","8.9617035131713","0.589902024055784","13.55","15.89","BART 2016-07 316774.55 4879032.785"
"44","46","BART","2016-07","317882.48","4878280.117","18.6260052910053","24.705","1.618818599909","0.142857142857143","0.857142857142857","2.12880756275179","3.26278927160507","0.189976335299254","1.40578459619154","0.563566533708381","0.824253588853683","10.4195793780809","0.563566533708381","15.485","17.22","BART 2016-07 317882.48 4878280.117"
"45","47","BART","2018-06","314068.229","4879478.52","15.5837183462532","22.998","2.25141555989631","0.122448979591837","0.877551020408163","3.52057838008334","5.06106148655625","0.397159115153251","1.51122916380889","0.672115559480783","0.860200894324714","6.86714710802778","0.672115559480783","9.585","12.95","BART 2018-06 314068.229 4879478.52"
"46","48","BART","2018-06","314164.112","4879750.8","18.1661984924623","25.734","1.83832663715705","0.0975056689342404","0.90249433106576","2.66500811068614","3.94542184684335","0.246679228692347","1.26040843869996","0.617937535010555","0.820713607793176","10.8655716399878","0.617937535010555","13.425","16.66","BART 2018-06 314164.112 4879750.8"
"47","49","BART","2018-06","314433.816","4879601.245","21.2376773333333","26.86","2.0436925767008","0.149659863945578","0.850340136054422","3.65598912487022","5.35362331079805","0.281595293225893","0.855282480186374","0.665614775633377","0.840135588843324","9.4084853614633","0.665614775633377","15.47","19.89","BART 2018-06 314433.816 4879601.245"
"48","50","BART","2018-06","314672.622","4881280.215","20.0897633587786","25.308","2.15621937633002","0.108843537414966","0.891156462585034","2.61148438661064","6.44055166833834","0.410390484320839","2.40120898899382","0.68644625722588","0.886833354777307","6.0884140601128","0.68644625722588","12.09","17.48","BART 2018-06 314672.622 4881280.215"
"49","51","BART","2018-06","314729.242","4881070.195","18.5166573604061","26.109","2.36280188206781","0.106575963718821","0.893424036281179","3.22546927636628","5.65299531964563","0.390918550726564","1.50844047023137","0.695765769235866","0.875305050877661","7.14125698925403","0.695765769235866","10.8475","15.435","BART 2018-06 314729.242 4881070.195"
"50","52","BART","2018-06","314911.395","4881190.079","18.1691779448622","27.682","2.38244394916303","0.0952380952380952","0.904761904761905","3.75127472550945","4.51212829743628","0.272264854150872","1.53924697552443","0.644263259542611","0.817681281262468","12.2826406053047","0.644263259542611","13.75","16.07","BART 2018-06 314911.395 4881190.079"
"51","53","BART","2018-06","314940.563","4880772.839","22.2755994764398","27.788","1.73349005247907","0.133786848072562","0.866213151927438","2.45337431017497","4.60591803270522","0.226069732222515","2.1645473314627","0.612935887629536","0.858565836647239","8.66266249525702","0.612935887629536","18.57","21.28","BART 2018-06 314940.563 4880772.839"
"52","54","BART","2018-06","315002.619","4880291.05","16.0514833759591","21.233","1.69842940310755","0.113378684807256","0.886621315192744","1.89462305407451","3.73733087473261","0.265828569354052","2.94237962510202","0.580102337289477","0.830790420307902","8.30109531756132","0.580102337289477","12.06","14.92","BART 2018-06 315002.619 4880291.05"
"53","55","BART","2018-06","315118.02","4880438.49","20.0336551724138","25.713","1.87772538557947","0.145124716553288","0.854875283446712","2.42576720873839","4.92503001443552","0.290924596668234","2.16273599591665","0.645533372797649","0.871755685402679","7.55991984412978","0.645533372797649","14.46","17.88","BART 2018-06 315118.02 4880438.49"
"54","56","BART","2018-06","315210.079","4879688.618","15.9155561357702","24.56","2.16787469343242","0.131519274376417","0.868480725623583","2.86906097365177","4.26463416850169","0.301876805509183","2.4102571706779","0.61566758519348","0.869097674396326","7.1706577874027","0.61566758519348","12.05","14.33","BART 2018-06 315210.079 4879688.618"
"55","57","BART","2018-06","315241.884","4880465.593","16.8090659898477","27.072","3.65277190591875","0.106575963718821","0.893424036281179","5.01743430939254","6.61136848285588","0.469732569520303","2.70053799004081","0.699870873923314","0.910171148322114","5.17113728932854","0.699870873923314","9.295","15.625","BART 2018-06 315241.884 4880465.593"
"56","58","BART","2018-06","315303.699","4880828.963","20.6047866323907","25.761","2.01684569840181","0.117913832199546","0.882086167800453","3.00406970405667","4.33881849223398","0.246101885842617","1.51470108585371","0.63080977472884","0.785019101641689","13.7196494904492","0.63080977472884","14.34","17.59","BART 2018-06 315303.699 4880828.963"
"57","59","BART","2018-06","315361.608","4880624.609","21.9865289256198","28.262","2.28252742992008","0.17687074829932","0.82312925170068","3.18776306094486","6.35506710281326","0.354593506278663","2.74478789390337","0.698803479439132","0.880827483408543","7.23013459238207","0.698803479439132","14.3375","19.7","BART 2018-06 315361.608 4880624.609"
"58","60","BART","2018-06","315871.695","4879961.157","21.3752835051546","28.452","1.94269993875607","0.120181405895692","0.879818594104308","2.63208285431429","5.66650701066359","0.309622980444756","2.73594604032896","0.649427974102301","0.887133705507712","7.00906105427496","0.649427974102301","17.2075","19.31","BART 2018-06 315871.695 4879961.157"
"59","61","BART","2018-06","316051.378","4879990.249","17.7932853470437","23.436","2.31071899672439","0.117913832199546","0.882086167800453","3.36145563451315","4.44778743184585","0.27660785777996","1.49953490458507","0.639081091369108","0.804342738885036","10.6103376829943","0.639081091369108","12.89","16.93","BART 2018-06 316051.378 4879990.249"
"60","62","BART","2018-06","316443.143","4881730.835","20.7745139949109","25.476","1.94393632132273","0.108843537414966","0.891156462585034","2.62996019804455","4.82314203363241","0.267498982669383","3.19985605722479","0.635357216427827","0.856755896475231","8.11539259013272","0.635357216427827","15.64","18.71","BART 2018-06 316443.143 4881730.835"
"61","63","BART","2018-06","316559.305","4881970.375","18.5504566326531","29.353","2.66308870881032","0.111111111111111","0.888888888888889","4.53888988626613","6.22203166962637","0.420172981716618","2.41851779937438","0.724514034864667","0.860233343710614","9.84938572859106","0.724514034864667","10.0625","15","BART 2018-06 316559.305 4881970.375"
"62","64","BART","2018-06","316680.814","4880109.495","21.1098906666667","26.783","1.7830425859033","0.149659863945578","0.850340136054422","2.82478241863213","4.88648115450123","0.26686298104888","1.78035639898373","0.654929859336841","0.849386170443741","8.97003655066593","0.654929859336841","15.285","18.93","BART 2018-06 316680.814 4880109.495"
"63","65","BART","2018-06","316713.177","4880832.731","21.4391782945736","29.188","2.06864960287101","0.122448979591837","0.877551020408163","2.3507527273678","4.74336985721983","0.25148835615569","1.5963799876478","0.630058904526182","0.878552412979016","7.89632410408804","0.630058904526182","17.06","19.45","BART 2018-06 316713.177 4880832.731"
"64","66","BART","2018-06","316774.55","4879032.785","17.7818302872063","22.945","1.77178258220654","0.131519274376417","0.868480725623583","2.08787015526787","3.90600612289834","0.245270988047703","2.04336806738948","0.593492735322639","0.848854351668055","8.41074163083121","0.593492735322639","14.24","16.6","BART 2018-06 316774.55 4879032.785"
"65","67","BART","2018-06","316921.113","4882118.35","15.6514137055838","25.042","2.56997839925904","0.106575963718821","0.893424036281179","3.21005585136306","4.4939096345968","0.343894127383519","1.38156995496533","0.654201702872362","0.848263040257288","9.09719966899939","0.654201702872362","9.93","13.08","BART 2018-06 316921.113 4882118.35"
"66","68","BART","2018-06","316921.313","4881308.67","19.1381147959184","25.15","1.83411392601975","0.111111111111111","0.888888888888889","2.20199731575768","4.66801423221702","0.285228020037042","2.650570789709","0.635920998107655","0.84813087466807","8.24298418119093","0.635920998107655","14.59","17.4","BART 2018-06 316921.313 4881308.67"
"67","69","BART","2018-06","317193.825","4880470.942","24.1256479591837","37.789","2.33674868391688","0.111111111111111","0.888888888888889","4.1065701114621","6.04579481011977","0.286021684213529","2.93915773462378","0.704590733265774","0.898506502336933","8.22025685984672","0.704590733265774","18.36","22.02","BART 2018-06 317193.825 4880470.942"
"68","70","BART","2018-06","317521.947","4879030.504","20.8727733333333","31.767","1.97056751368428","0.149659863945578","0.850340136054422","3.5186829906361","5.09511389915804","0.278950743382458","1.83871794968075","0.677074660558322","0.860632040555159","9.96851744952745","0.677074660558322","15.335","18.64","BART 2018-06 317521.947 4879030.504"
"69","71","BART","2018-06","317551.944","4880890.032","21.1814675","26.821","1.77376702500279","0.0929705215419501","0.90702947845805","3.00718911441705","4.46038319057885","0.22591039902545","3.4876903650354","0.621530975663413","0.847309443917924","9.11825249497337","0.621530975663413","17.18","20.62","BART 2018-06 317551.944 4880890.032"
"70","72","BART","2018-06","317882.48","4878280.117","19.1865555555556","26.106","1.59076108196201","0.142857142857143","0.857142857142857","2.15126991632235","3.6033438494356","0.201956243218841","1.34418419378877","0.567372004103079","0.851204258847036","9.3744217926486","0.567372004103079","16.24","18.08","BART 2018-06 317882.48 4878280.117"
"71","73","BART","2018-06","317882.785","4879151.529","18.2857384615385","23.576","1.65259820289128","0.115646258503401","0.884353741496599","2.3805818062081","3.55366023328931","0.218168954862044","2.0610417273797","0.593093475276964","0.817911574390946","10.1148787205881","0.593093475276964","13.84","16.49","BART 2018-06 317882.785 4879151.529"
"72","74","BART","2018-06","318422.209","4879932.269","17.1112442748092","21.902","1.53459883931535","0.108843537414966","0.891156462585034","1.82452198978198","3.10695347334373","0.198798654853622","2.11266054994742","0.562065455973625","0.793681955426054","11.1213632620311","0.562065455973625","13.77","16.035","BART 2018-06 318422.209 4879932.269"
"73","75","BART","2018-06","318662.201","4880226.054","21.9446415584416","26.933","1.84754762758026","0.126984126984127","0.873015873015873","2.05198467224865","5.25331441603535","0.276659157569057","2.32108000615444","0.619705321788923","0.884539442991523","6.86331317829373","0.619705321788923","17.2975","20.23","BART 2018-06 318662.201 4880226.054"
"74","76","BART","2018-06","318663.202","4879841.849","15.7009949238579","23.287","2.41757356976847","0.106575963718821","0.893424036281179","3.43469571230211","5.15995972002387","0.401111158731593","2.33640909631632","0.678646936935542","0.863627229942733","7.04073668518677","0.678646936935542","9.475","13.47","BART 2018-06 318663.202 4879841.849"
"75","77","BART","2018-06","318721.132","4880499.227","19.2876070528967","24.579","1.86980591416424","0.0997732426303855","0.900226757369615","2.14915899965747","4.83218391321378","0.305202703806248","1.25908414215712","0.657442259412071","0.847648686764747","8.19451396733827","0.657442259412071","12.9875","16.625","BART 2018-06 318721.132 4880499.227"
"76","78","BART","2018-06","318753.657","4881102.401","19.3902769230769","23.501","1.5857159622753","0.115646258503401","0.884353741496599","2.12414207456482","4.20037288872337","0.246334379172585","2.24501453385571","0.612592541490108","0.820774030778525","9.60147393906413","0.612592541490108","14.84","17.97","BART 2018-06 318753.657 4881102.401"
"77","79","BART","2018-06","318841.789","4880795.293","22.1058465473146","27.301","1.73798651318638","0.113378684807256","0.886621315192744","1.56998993528771","4.53867233495154","0.223577540213653","3.84659939475987","0.525299961919025","0.891335496031632","6.79999091688108","0.525299961919025","19.58","21.27","BART 2018-06 318841.789 4880795.293"
"78","80","BART","2019-07","314672.622","4881280.215","20.2415365239295","25.388","2.18056227458477","0.0997732426303855","0.900226757369615","2.57819289578569","6.62191904801501","0.419000421220741","2.19606300422131","0.674557785734019","0.896284966542139","5.53898655389567","0.674557785734019","12.86","17.985","BART 2019-07 314672.622 4881280.215"
"79","81","BART","2019-07","314729.242","4881070.195","17.8509540816327","25.775","2.67820384615033","0.111111111111111","0.888888888888889","3.61208591434611","5.43703060154483","0.359213015319569","2.26947339171876","0.684993367510332","0.853831550442097","8.21692030625876","0.684993367510332","11.8625","16.17","BART 2019-07 314729.242 4881070.195"
"80","82","BART","2019-07","315002.619","4880291.05","16.5892361809045","20.905","1.67169154217014","0.0975056689342404","0.90249433106576","1.86981313725715","3.51728936054663","0.23985025586022","1.82790563458536","0.566797579426363","0.822470340694669","8.32889585598616","0.566797579426363","12.64","15.58","BART 2019-07 315002.619 4880291.05"
"81","83","BART","2019-07","316774.55","4879032.785","18.0854097938144","23.267","1.75899567307341","0.120181405895692","0.879818594104308","1.98930200180217","3.36335793360599","0.201679598011175","2.80685617133383","0.571481751030735","0.822884558832914","10.0789493436927","0.571481751030735","14.92","17.22","BART 2019-07 316774.55 4879032.785"
"82","84","BART","2019-07","316921.313","4881308.67","18.4223256997455","25.402","2.21037877677108","0.108843537414966","0.891156462585034","2.89755508316505","5.04051348600352","0.316248618812151","2.58356806243581","0.639530525091083","0.873255453783526","6.97998576089057","0.639530525091083","14.2075","17.15","BART 2019-07 316921.313 4881308.67"
"83","85","BART","2019-07","318662.201","4880226.054","21.8008964646465","26.702","1.94169651823712","0.102040816326531","0.897959183673469","2.09861266938155","5.79346871358102","0.313512527889767","3.20026605430701","0.628679199533494","0.895291889828483","6.18026589795095","0.628679199533494","16.94","19.97","BART 2019-07 318662.201 4880226.054"
"84","86","BART","2019-07","318663.202","4879841.849","15.743604534005","23.4","2.49484230775788","0.0997732426303855","0.900226757369615","3.47722496639908","4.9190035918351","0.371374088686101","2.44854232468455","0.672910331299191","0.848715535173661","7.97891753534909","0.672910331299191","9.97","13.7","BART 2019-07 318663.202 4879841.849"
"85","87","BLAN","2016-08","753241.517","4327353.895","1.029872","3.314","1.15630998713392","0.149659863945578","0.850340136054422","0.833638035328598","0.678762622485283","0.428474588456029","0.612847466531623","0.243023676227455","0.652649606367511","0","0.243023676227455","1.16","1.685","BLAN 2016-08 753241.517 4327353.895"
"86","90","BONA","2017-08","477241.564","7230951.278","0.690936111111111","6.879","1.63867684215443","0.183673469387755","0.816326530612245","1.20833583565521","2.04059868555855","0.892346000948373","1.52092237834117","0.401505324811914","0.887864127994319","1.73534008973616","0.401505324811914","0.31","2.18","BONA 2017-08 477241.564 7230951.278"
"87","91","BONA","2018-07","477481.873","7230651.968","2.11890476190476","6.614","2.29308655340735","0.0952380952380952","0.904761904761905","1.65534699969504","1.91678051275525","0.773465755084416","0.79839772367664","0.3662440223617","0.855473313147125","1.98513765899463","0.3662440223617","0.29","2.97","BONA 2018-07 477481.873 7230651.968"
"88","92","BONA","2018-07","478591.815","7225431.467","1.46997382198953","6.306","1.32294027817234","0.133786848072562","0.866213151927438","0.854662972880641","0.960753467351177","0.655195801251352","0.165097926321056","0.25435706029212","0.933231680663783","1.61476508131012","0.25435706029212","0.85","1.51","BONA 2018-07 478591.815 7225431.467"
