easting,northing,NLCD_code_plot,NLCD_plot_des,plotID,site,year,year_mo,mean.max.canopy.ht.aop,max.canopy.ht.aop,rumple.aop,deepgap.fraction.aop,cover.fraction.aop,top.rugosity.aop,vert.sd.aop,vertCV.aop,sd.sd.aop,entropy.aop,GFP.AOP.aop,VAI.AOP.aop,VCI.AOP.aop,q25.aop,q50.aop,latitude,longitude,NLCD_plot,NLCD_plot_Abb,shannon_exotic,evenness_exotic,nspp_exotic,shannon_notexotic,evenness_notexotic,nspp_notexotic,shannon_native,evenness_native,nspp_native,shannon_unknown,evenness_unknown,nspp_unknown,rel_cover_native,rel_cover_unknown,rel_cover_exotic,cover_native,cover_unknown,cover_exotic,rel_cover_notexotic,cover_notexotic,shannon_total,evenness_total,nspp_total,shannon_family,evenness_family,nfamilies,scale,invaded,turnover,nestedness,plotType,subtype,minElev,maxElev,slope,aspect,soilOrder
747443.714,4308190.84,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",SCBI_008,SCBI,2019,2019-06,37.36640722,42.958,2.123467827,0.120181406,0.879818594,2.640782048,10.28287948,0.328550949,6.114597275,0.714345908,0.928688958,6.335165061,0.714345908,29.9025,34.66,38.887763,-78.147164,"Deciduous Forest, Evergreen Forest, Pasture/Hay",DEPH,1.002457489,0.143208213,7,1.759921539,0.06768929,26,1.635841023,0.071123523,23,1.02096077,0.340320257,3,0.556981132,0.018867925,0.424150943,46.125,1.5625,35.125,0.575849057,47.6875,2.120238927,0.064249664,33,2.035086065,0.088482003,23,plot,invaded,0.739583333,0.040152349,distributed,basePlot,326.71,337.71,4.35,151.5,Alfisols
747984.236,4307831.967,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",SCBI_015,SCBI,2019,2019-06,37.213675,43.902,2.73989931,0.092970522,0.907029478,4.651269769,11.74674297,0.380911381,5.843418356,0.744155465,0.929467037,6.424910514,0.744155465,29.2775,35.33,38.884381,-78.141069,"Deciduous Forest, Evergreen Forest, Pasture/Hay",DEPH,0.728368211,0.104052602,7,2.159491611,0.086379664,25,2.114422495,0.091931413,23,0,0,1,0.62745098,0.006862745,0.365686275,40,0.4375,23.3125,0.63467189,40.5,2.293084327,0.071658885,32,2.232791235,0.101490511,22,plot,invaded,0.773809524,0.05187855,distributed,basePlot,350.73,367.43,7.01,185,Alfisols
282613.031,3955521.343,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",GRSM_021,GRSM,2016,2016-07,36.98905276,43.69,2.669839273,0.097505669,0.902494331,3.184573729,6.599446962,0.193893355,4.311685619,0.663793178,0.880493947,12.15681295,0.663793178,32.37,35.63,35.71969,-83.403287,"Deciduous Forest, Evergreen Forest",DE,0,0,0,2.694901192,0.047278968,57,2.631061141,0.05059733,52,1.326383936,0.265276787,5,0.983037157,0.016962843,0,25.35416667,0.4375,0,1,25.79166667,2.694901192,0.047278968,57,2.323463743,0.070407992,33,plot,not_invaded,0.738853503,0.064503811,distributed,basePlot,578.99,594.22,14.57,185,Inceptisols
576761.09,5075461.702,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",WREF_018,WREF,2019,2019-07,36.45749364,50.033,3.702238719,0.108843537,0.891156463,6.703495493,11.52244133,0.379037625,3.793487777,0.82110182,0.927189063,8.122452805,0.82110182,24.284,33.534,45.828445,-122.011717,Evergreen Forest,E,0,0,0,1.886154732,0.145088826,13,1.814613214,0.151217768,12,0,0,1,0.975,0.025,0,9.75,0.25,0,1,10,1.886154732,0.145088826,13,1.626494939,0.18072166,9,plot,not_invaded,0.857142857,0.039408867,distributed,basePlot,616.19,628.72,8.53,250,
271365.85,3950270.098,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",GRSM_010,GRSM,2018,2018-04,36.39440704,43.999,3.251097328,0.097505669,0.902494331,6.013596018,10.90503255,0.356210253,3.065095442,0.751398015,0.915067623,8.231222143,0.751398015,27.168,34.609,35.669842,-83.52603,"Deciduous Forest, Evergreen Forest",DE,0,0,1,3.515213212,0.037002244,95,3.438735179,0.037788299,91,0.981113561,0.24527839,4,0.946514575,0.051711027,0.001774398,77.79166667,4.25,0.145833333,0.998225602,82.04166667,3.521988206,0.036687377,96,3.217170749,0.061868668,52,plot,invaded,0.746867168,0.037090051,distributed,basePlot,505.16,522.8,12.19,151,Inceptisols
590891.734,5077649.175,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",WREF_029,WREF,2018,2018-07,36.31820101,53.738,5.114260786,0.097505669,0.902494331,10.19424094,14.55750827,0.510725808,1.123686228,0.87155971,0.94565043,6.239356801,0.87155971,18.1625,32.9,45.846411,-121.829411,Evergreen Forest,E,0,0,0,2.191136679,0.099597122,22,2.029152444,0.106797497,19,0.727387629,0.242462543,3,0.930412371,0.069587629,0,22.5625,1.6875,0,1,24.25,2.191136679,0.099597122,22,1.583351438,0.131945953,12,plot,not_invaded,0.774566474,0.082051173,distributed,basePlot,654.47,667.33,11.31,0,
388187.488,3520164.417,90,Woody wetlands: areas where forest or shrubland vegetation accounts for greater than 20% of vegetative cover and the soil or substrate is periodically saturated with or covered with water.,LENO_009,LENO,2017,2017-06,36.30996021,40.339,2.013660605,0.145124717,0.854875283,2.449153567,7.531902478,0.23043431,4.569464408,0.65865918,0.837737925,16.01939072,0.65865918,30.82,35.25,31.811631,-88.181314,"Deciduous Forest, Woody Wetlands",DW,0.410116318,0.205058159,2,3.118480535,0.053766906,58,2.984728153,0.058524081,51,1.388378662,0.231396444,6,0.929467085,0.048589342,0.021943574,12.35416667,0.645833333,0.291666667,0.978159126,13.0625,3.164446992,0.052740783,60,2.565118684,0.075444667,34,plot,invaded,0.76702509,0.09438216,distributed,basePlot,12.55,17.36,0.29,253,Entisols
590891.734,5077649.175,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",WREF_029,WREF,2019,2019-07,36.21975,52.928,5.165977177,0.102040816,0.897959184,9.944614028,13.66314669,0.452583216,2.47710995,0.86163644,0.926591472,8.714403604,0.86163644,21.7155,34.345,45.846411,-121.829411,Evergreen Forest,E,0,0,0,1.901432471,0.118839529,16,1.743953447,0.134150265,13,0.578325287,0.192775096,3,0.939716312,0.060283688,0,16.5625,1.0625,0,1,17.625,1.901432471,0.118839529,16,1.178367726,0.117836773,10,plot,not_invaded,0.769230769,0.046153846,distributed,basePlot,654.47,667.33,11.31,0,
576761.09,5075461.702,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",WREF_018,WREF,2018,2018-07,36.12545313,51.306,3.917146133,0.129251701,0.870748299,6.811421542,11.24601982,0.370101229,3.861858596,0.818405143,0.928179285,8.164355647,0.818405143,24.54,33.25,45.828445,-122.011717,Evergreen Forest,E,0,0,0,1.568404847,0.112028918,14,1.568404847,0.112028918,14,0,0,0,1,0,0,29.3125,0,0,1,29.3125,1.568404847,0.112028918,14,1.426201458,0.178275182,8,plot,not_invaded,0.890909091,0.009090909,distributed,basePlot,616.19,628.72,8.53,250,
576282.261,5075195.952,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",WREF_015,WREF,2018,2018-07,36.04170781,50.83,4.295200352,0.099773243,0.900226757,12.73988626,14.76142744,0.469652288,5.762689275,0.808474649,0.937821207,7.058789541,0.808474649,25.28,37.68,45.826107,-122.017923,Evergreen Forest,E,0,0,0,1.971449432,0.063595143,31,1.929181621,0.071451171,27,1.213163439,0.30329086,4,0.991656734,0.008343266,0,52,0.4375,0,1,52.4375,1.971449432,0.063595143,31,1.41132942,0.100809244,14,plot,not_invaded,0.698181818,0.067354905,distributed,basePlot,568.67,576.85,6.22,354.6,
748916.264,4307919.944,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",SCBI_007,SCBI,2019,2019-06,36.00559335,46.033,4.549674799,0.113378685,0.886621315,9.791751417,14.63539851,0.535777805,4.789326212,0.814626549,0.94236264,5.578014503,0.814626549,14,33.65,38.884909,-78.130305,"Deciduous Forest, Evergreen Forest, Pasture/Hay",DEPH,0.533287781,0.177762594,3,1.882636683,0.067237024,28,1.80418779,0.069391838,26,0.376770161,0.188385081,2,0.734899329,0.017897092,0.247203579,41.0625,1,13.8125,0.752796421,42.0625,2.108314861,0.068010157,31,2.057539498,0.079136135,26,plot,invaded,0.811111111,0.029264476,distributed,basePlot,402.55,416.81,10.48,143.5,Alfisols
554169,5068483.93,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",ABBY_020,ABBY,2018,2018-06,35.9729264,45.7,4.345214026,0.061904762,0.938095238,7.04226921,12.84679871,0.482334227,2.959245415,0.804055053,0.944623606,5.402814361,0.804055053,22.11675,30.875,45.767791,-122.303342,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub",EGHSS,1.043968391,0.149138342,7,2.07958174,0.086649239,24,2.041852775,0.102092639,20,1.277034259,0.319258565,4,0.894339623,0.006603774,0.099056604,59.25,0.4375,6.5625,0.900943396,59.6875,2.300002561,0.074193631,31,2.031629907,0.10692789,19,plot,invaded,0.837209302,0.042446858,distributed,basePlot,489.88,511.59,11.31,225,Andisols
553363.209,5068064.748,43,"Mixed forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75% of total tree cover.",ABBY_029,ABBY,2018,2018-06,35.615675,45.364,2.744581149,0.092970522,0.907029478,4.70278648,12.3183823,0.504623797,3.452609614,0.80214234,0.94470486,5.285260298,0.80214234,19.77325,27.837,45.764081,-122.313751,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub",EGHSS,0.562335145,0.281167572,2,1.82636928,0.091318464,20,1.767841647,0.098213425,18,0.598269589,0.299134794,2,0.96184739,0.014056225,0.024096386,29.9375,0.4375,0.75,0.975903614,30.375,1.909490078,0.086795004,22,1.633338521,0.125641425,13,plot,invaded,0.8,0.070748299,distributed,basePlot,354.6,359.97,6.84,44.8,Andisols
548516.969,5069410.372,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",ABBY_010,ABBY,2018,2018-06,35.50849235,42.001,2.311363628,0.111111111,0.888888889,2.479345604,9.742658428,0.34776874,4.582352036,0.676449255,0.942681698,5.055507573,0.676449255,27.1355,30.517,45.776549,-122.375934,"Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub",EGHSS,0.655975732,0.218658577,3,1.669824115,0.041745603,40,1.609256408,0.048765346,33,1.777135881,0.253876554,7,0.98209584,0.010531859,0.007372301,77.70833333,0.833333333,0.583333333,0.992627699,78.54166667,1.705892964,0.039671929,43,1.495192671,0.059807707,25,plot,invaded,0.705501618,0.078346363,distributed,basePlot,552.07,561.09,3.43,135,Inceptisols
273292.201,3952675.524,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",GRSM_058,GRSM,2016,2016-07,35.49142368,39.874,2.568606598,0.138321995,0.861678005,2.466947261,6.543111872,0.198190154,3.199635351,0.609464941,0.905428144,8.044742125,0.609464941,32.25,34.58,35.691954,-83.505443,"Deciduous Forest, Evergreen Forest",DE,0,0,1,3.292941682,0.039201687,84,3.203384622,0.040042308,80,1.034075448,0.258518862,4,0.948637317,0.049266247,0.002096436,37.70833333,1.958333333,0.083333333,0.997903564,39.66666667,3.301062281,0.038836027,85,2.929286669,0.061026806,48,plot,invaded,0.766169154,0.038269126,tower,basePlot,540.14,562.87,14.09,238.9,Inceptisols
588549.05,5075792.185,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",WREF_020,WREF,2018,2018-07,35.29779284,55.686,5.439050133,0.113378685,0.886621315,13.33613966,15.09305435,0.530433062,5.378234372,0.874341694,0.940980394,7.488995828,0.874341694,18.36,31.46,45.830006,-121.859917,Evergreen Forest,E,0,0,1,1.918879036,0.091375192,21,1.826771838,0.101487324,18,0.655975732,0.218658577,3,0.942486085,0.025974026,0.031539889,31.75,0.875,1.0625,0.968460111,32.625,1.998412694,0.090836941,22,1.465432432,0.104673745,14,plot,invaded,0.778443114,0.083497185,distributed,basePlot,538.57,570.9,14.04,0,
273292.201,3952675.524,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",GRSM_058,GRSM,2018,2018-04,34.9950291,39.738,3.213466256,0.142857143,0.857142857,3.94270847,8.02034579,0.265743351,2.62353711,0.714601054,0.884381549,9.680316415,0.714601054,27.51525,32.9835,35.691954,-83.505443,"Deciduous Forest, Evergreen Forest",DE,0,0,0,2.953190689,0.072029041,41,2.870581598,0.077583286,37,0.471728842,0.11793221,4,0.941176471,0.058823529,0,60,3.75,0,1,63.75,2.953190689,0.072029041,41,2.643849141,0.091167212,29,plot,not_invaded,0.74556213,0.066254062,tower,basePlot,540.14,562.87,14.09,238.9,Inceptisols
748101.758,4307319.346,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",SCBI_011,SCBI,2019,2019-06,34.19156171,39.611,2.808171521,0.099773243,0.900226757,5.034307341,11.56967463,0.430449094,4.72323742,0.755613289,0.913904063,7.651520023,0.755613289,20.625,31.53,38.879734,-78.139901,"Deciduous Forest, Evergreen Forest, Pasture/Hay",DEPH,1.634232241,0.233461749,7,2.874744785,0.079854022,36,2.818841885,0.082907114,34,0.673011667,0.336505834,2,0.809121622,0.016891892,0.173986486,29.9375,0.625,6.4375,0.826013514,30.5625,3.121063692,0.072582877,43,2.869289853,0.092557737,31,plot,invaded,0.772727273,0.020783052,distributed,basePlot,354.07,374.34,9.03,344.6,Alfisols
387618.333,3520462.106,90,Woody wetlands: areas where forest or shrubland vegetation accounts for greater than 20% of vegetative cover and the soil or substrate is periodically saturated with or covered with water.,LENO_006,LENO,2019,2019-06,34.0488855,38.89,1.990150072,0.108843537,0.891156463,2.889457935,8.934429307,0.307452885,5.991684805,0.710178696,0.898360046,8.321512655,0.710178696,26.35,32.24,31.814261,-88.187361,"Deciduous Forest, Woody Wetlands",DW,0.693147181,0.34657359,2,3.07185163,0.060232385,51,2.903932562,0.064531835,45,1.295259567,0.259051913,5,0.922048998,0.069042316,0.008908686,8.625,0.645833333,0.083333333,0.991189427,9.375,3.101355419,0.05851614,53,2.59905259,0.076442723,34,plot,invaded,0.783783784,0.097697698,distributed,basePlot,10.82,17.43,0.29,224,Entisols
588222.07,5076962.127,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",WREF_012,WREF,2018,2018-07,33.94876692,61.426,8.122290798,0.095238095,0.904761905,19.57117854,19.19245867,0.596564117,6.653843166,0.868382697,0.94836542,7.150221912,0.868382697,10.02,40.69,45.840576,-121.863912,Evergreen Forest,E,0.376770161,0.188385081,2,2.30537062,0.04704838,49,2.254914848,0.050109219,45,1.115826091,0.278956523,4,0.98471223,0.011690647,0.003597122,91.25,1.083333333,0.333333333,0.996402878,92.33333333,2.322267094,0.045534649,51,1.621110852,0.064844434,25,plot,invaded,0.735966736,0.05617729,distributed,basePlot,317.72,323.91,0,0,
387618.333,3520462.106,90,Woody wetlands: areas where forest or shrubland vegetation accounts for greater than 20% of vegetative cover and the soil or substrate is periodically saturated with or covered with water.,LENO_006,LENO,2017,2017-06,33.41613854,38.489,2.094972464,0.099773243,0.900226757,3.572302831,10.20152826,0.371181157,5.513541421,0.729558662,0.918298557,6.60407962,0.729558662,23.62,31.37,31.814261,-88.187361,"Deciduous Forest, Woody Wetlands",DW,0,0,1,3.144794809,0.062895896,50,3.010212176,0.066893604,45,1.098765963,0.219753193,5,0.894117647,0.101960784,0.003921569,9.5,1.083333333,0.041666667,0.996078431,10.58333333,3.158106595,0.061923659,51,2.731504747,0.088113056,31,plot,invaded,0.779069767,0.107157777,distributed,basePlot,10.82,17.43,0.29,224,Entisols
592120.864,5075974.71,42,"Evergreen forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species maintain their leaves all year. Canopy is never without green foliage.",WREF_006,WREF,2018,2018-07,33.22556091,41.188,2.619474693,0.106575964,0.893424036,3.918988899,7.75015283,0.27040849,3.164417959,0.705897575,0.911279572,7.874978157,0.705897575,26.35,30.28,45.83118,-121.813904,Evergreen Forest,E,0,0,1,2.664802993,0.080751606,33,2.409476969,0.096379079,25,1.380804109,0.172600514,8,0.856661046,0.13153457,0.011804384,31.75,4.875,0.4375,0.988195616,36.625,2.697484089,0.079337767,34,1.979557635,0.094264649,21,plot,invaded,0.862857143,0.022310321,distributed,basePlot,978.81,1008.51,32.93,359.59,
281892.775,3951948.828,41,"Deciduous forest: areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75% of the tree species shed foliage simultaneously in response to seasonal change.",GRSM_011,GRSM,2016,2016-07,33.00117857,38.296,2.58251073,0.111111111,0.888888889,3.141145482,8.678863801,0.309525734,4.910008772,0.709072931,0.904384155,7.788900297,0.709072931,26.45,30.83,35.687348,-83.410274,"Deciduous Forest, Evergreen Forest",DE,0,0,0,3.215932291,0.047293122,68,3.21933142,0.048777749,66,0.361730431,0.180865215,2,0.852272727,0.147727273,0,29.6875,5.145833333,0,1,34.83333333,3.215932291,0.047293122,68,2.737059033,0.073974568,37,plot,not_invaded,0.765285996,0.03899032,distributed,basePlot,820.11,829.47,0,0,Inceptisols
